decade,name,year,municipality
1931,"PÅLSSON, Jöns",1870,Anderslöv
1931,"QUENSEL, Nils Jacob",1894,
1931,"RAHMN, Gösta Erik",1887,Göteborg
1931,"RAMEL, Sven Gustav",1872,
1931,"REUTERSKIÖLD, Carl Ludvig",1870,Uppsala
1931,"ROOS, Axel Bernhard",1886,Malmö
1931,"ROOTH, Ivar",1888,
1931,"ROSEN, Göta Margareta",1904,Örebro
1931,"ROSANDER, Per Gustaf",1882,
1931,"ROOS, Gustaf Wilhelm",1859,Stockholm
1931,"RYBERG, Karl Arthur",1882,Dalum
1931,"RYDBERG, August Wilhelm",1869,Barkarby
1931,"RÅSTOCK, Anders",1874,
1931,"CHRISTIANSSON, Solveig Adina",1902,
1931,"SANDBERG, Olov Evert",1886,Böle
1931,"SANDEGÅRD, Karl Johan",1880,
1931,"SANDLER, Rickard Johannes",1884,
1931,"SANDORF, Carl Martin",1880,Göteborg
1931,"SANDSTRÖM, Karl Gustaf",1893,Stockholm
1931,"SANDSTRÖM, Nils Victor",1874,
1931,"SANDWALL, Fredrik Vilhelm",1877,Stockholm
1931,"SANNE, Gunnar Teodor",1879,Morlanda
1931,"SCHLYTER, Karl Johan",1879,Malmö
1931,"SCHÖCK, Johan Henrik",1855,
1931,"SCHÖTT, Robert Helmer",1865,Kalmar
1931,"SEDERHOLM, Gustav Robert",1868,
1931,"SEFVE, Sven Ivar",1886,Göteborg
1931,"SENANDER, Knut Erik",1889,Göteborg
1931,"SELBERG, Gustaf Reinhold",1884,
1931,"SETH, Torgil Gabriel",1895,Bratteborg
1931,"SEVERIN, Frans Ferdinand",1889,Ålsten
1931,"SILFVERBRAND, Otto Theodor",1880,Gällivare
1931,"SILFVERSTOLPE, David Otto",1869,Göteborg
1931,"SJÖDAHL, Hakon Lauritz",1887,Göteborg
1931,"SJÖGREN, Carl",1869,Motala
1931,"SKOGLUND, John Martin",1892,Doverstorp
1931,"SKÖLD, Per Edvin",1891,
1931,"SMEDH, Herman Daniel",1891,
1931,"SPENS, Jacob Wilhelm",1861,Stockholm
1931,"SPÅNGBERG, August Konrad",1893,Charlottenberg
1931,"STADENER, Nils Samuel",1872,
1931,"STARK, Bernhard",1885,Linköping
1931,"XÄNG, Ernst Valdemar",1898,Staxäng
1931,"STEN, Hemming",1895,Gävle
1931,"STENDAHL, Sten",1876,
1931,"STJERNBERG, Nils Fredrik",1873,
1931,"STRAND, Axel Wilhelm",1883,Stockholm
1931,"STRINDLUND, Gerhard",1890,Skedom
1931,"STRÖM, Johan Albin",1892,Göteborg
1931,"STRÖM, Otto Fredrik",1880,Äppelviken
1931,"STRÖM, Torsten Emanuel",1885,Lidköping
1931,"SUNDBERG, Abel Gotthard",1893,Göteborg
1931,"SUNDBERG, Axel Ludvig",1869,Lysekil
1931,"SUNDBERG, Carl Gustaf",1884,Överum
1931,"SUNDSTRÖM, Fredrik",1886,Vikmanshyttan
1931,"SUNDSTRÖM, Nils Walter",1890,Skövde
1931,"SUNDVIK, Anders",1888,
1931,"SWARTLING, Nils Fredrik",1884,Svängsta
1931,"SVEDBERG, Arthur Lage",1901,
1931,"SVEDBERG, Jonas Nikolaus",1881,
1931,"SVEDMAN, Gustaf Adolf",1878,Visby
1931,"SVENSSON, Anton Emanuel",1876,Pershult
1931,"SVENSSON, Carl Emil",1879,Stocksund
1931,"SVENSON, Ernst Wilhelm",1880,Eskhult
1931,"SVENSSON, Gustaf Hjalmar",1881,Grönvik
1931,"SVENSSON, Hans Edvin",1881,Landskrona
1931,"SVENSSON, Johan August",1859,Högsjöhult
1931,"SVENSSON, Johan Gustaf",1864,Betingetorp
1931,"SVENSSON, Nils",1884,Malmberget
1931,"SVENSSON, Nils Johan",1871,Kompersmåla
1931,"SYDOW, Adoli Hjalmar",1862,Stockholm
1931,"SYLWAN, Eilif Christian",1884,Malmö
1931,"SYLVAN, Hakon Theodor",1883,Rönnetorp
1931,"TAMM, Carl Gustaf",1876,
1931,"SÖDERDAHL, Karl Fredrik",1882,Visby
1931,"SÖDERKVIST, Jonas Ludvig",1885,Alnö
1931,"TAMM, Henrik Sebastian",1869,
1931,"TENGSTRÖM, Carl Gustav",1886,Göteborg
1931,"THAM, Vollrath Henrik",1867,Stockholm
1931,"THELIN, Arvid",1876,Växjö
1931,"THOMSON, Arthur Natanael",1891,Stockholm
1931,"THORELL, Edvard Engelbert",1881,
1931,"THULIN, Johan Einar",1883,Stocksund
1931,"TJÄLLGREN, Olof Leonard",1878,
1931,"TORNEGÅRD, Oscar Sigfrid",1889,Torngård
1931,"TÖRNKVIST, Algot Åkesson",1879,Karlskrona
1931,"TÖRNKVIST, Nils Kortz",1868,Bjuv
1931,"UDDENBERG, Edvard Jansson",1870,Karlskoga
1931,"WACHTMEISTER, Axel Hans",1886,Wambåsa
1931,"WAHLBERG, Nils",1878,Ängelsberg
1931,"WAHLMARK, Carl Primus",1883,Uppsala
1931,"VAHLSTEDT, Carl Otto",1874,Hovby
1931,"WALDEM, Sten Ragnar",1877,
1931,"WALLENTHEIM, Adolf Valentin",1898,
1931,"WALLERIUS, Anders Teodor",1874,Hjärtum
1931,"WALLES, Janne Gustaf",1871,Sundsvall
1931,"WANGSON, Otto Robert",1893,Göteborg
1931,"WARD, Karl Selim",1888,Norrköping
1931,"WELJNE, Johan Josef",1893,Borås
1931,"VELANDER, Carl Gustal",1884,Sundsvall
1931,"WELLIN, Bertha",1870,
1931,"VENNERSTEN, Axel Fredrik",1863,Stockholm
1931,"VENNERSTRÖM, Ivar Teodor",1881,
1931,"WERNER, Alfred",1885,Hultsfred
1931,"WERNER, Oscar Emanuel",1889,Höjen
1931,"WESTERDAHL, Rikard Hugo",1876,Kusla
1931,"WESTIN, Per Fredrik",1878,Tunabäck
1931,"WESTMAN, Karl Allan",1883,Brobygård
1931,"WESTMAN, Karl Gustaf",1876,Uppsala
1931,"WIDELL, Jakob Ludvig",1870,Stockholm
1931,"WIESLANDER, Ivar Lameceh",1881,
1931,"WIGFORSS, Ernst Johannes",1881,
1931,"WIJKANDER, Anders Ernst",1880,Göteborg
1931,"WIKLUND, Adolf",1859,Brattfors
1931,"WIJKSTRÖM, Uno Andreas",1872,
1931,"VIKLUND, Karl Gustaf",1898,
1931,"WIKSTRÖM, Anton",1876,Skellefteå
1931,"WILHELMSSON, Erik Johan",1888,
1931,"WINKLER, Nils",1870,Malmö
1931,"WIRSELL, Karl Emil",1868,Solberga
1931,"WISTRAND, Karl Knutsson",1889,Stockholm
1931,"WITTBERG, Carl Ivar",1890,Filipstad
1931,"WITZELL, Hugo Sigfrid",1893,Karlshamn
1931,"WOHLIN, Nils Riehard",1881,
1931,"WOLGAST, Tor Herman",1891,
1931,"VOUGT, Allan Georg",1895,Malmö
1931,"VÄSTBERG, Johan Mauritz",1886,
1931,"ÅKERBERG, Olof Harald",1883,Örebro
1931,"ÅKERMAN, Assar Emanuel",1860,
1931,"Ursviken, Västerbottens",1896,
1931,"ÅQVIST, Ernst Leonard",1875,Örebro
1931,"ÅSTRÖM, Ernst Valdemar",1876,Hagalund
1931,"ÖBERG, Märta",1895,
1931,"ÖHMAN, Eric Osear",1886,Sundsvall
1931,"ÖHMAN, Ivar Erik",1868,Malmö
1931,"ÖMAN, Ivar",1900,Stockholm
1931,"ÖRNE, Anders Emanuel",1881,
1931,"ÖSTERGREN, Theodor",1878,Karlskrona
1931,"ÖSTLUND, Agda Maria",1870,
1941,"ERICSSON, Ragnar Bernhard",1887,
1941,"DOLFSSON, Erik Holger",1908,
1941,"AGER, Ruth Maria",1904,Bromma
1941,"AHLKVIST, Karl Emil",1899,
1941,"AHLSTEN, Carl Johan",1893,
1941,"AHNLUND, Nils Gabriel",1889,
1941,"ALBERTSSON, Eskil Axel",1880,Tenhult
1941,"ALLARD, Karl Åke",1911,Örebro
1941,"ALM, Ulla Gunilla",1909,Stockholm
1941,"LINDSTRÖM, Ulla Gunilla",1909,
1941,"ANDERBERG, Hugo Rudolf",1892,
1941,"ANDERSSON, Alf Emanuel",1899,Essvik
1941,"ANDERSSON, Alfred",1886,Munkaljungby
1941,"ANDERSSON, Anders",1871,Markaryd
1941,"ANDERSSON, Anders Birger",1878,Falkenberg
1941,"ANDERSSON, Andreas",1884,Gisselås
1941,"ANDERSON, Axel Ivar",1891,Stockholm
1941,"ANDERSSON, Axel Gustav",1901,Tidaholm
1941,"ANDERSON, Birger Magnus",1909,
1941,"ANDERSSON, Carl Olov",1888,
1941,"ANDERSSON, Carl Walter",1886,Igelboda
1941,"ANDERSSON, Ebon Maria",1896,Stockholm
1941,"ANDERSSON, Ebon Olivia",1896,Malmö
1941,"ANDERSSON, Einar Sigfrid",1895,Hyssna
1941,"ANDERSSON, Emil",1876,Prästbol
1941,"ANDERSSON, Erik Gustaf",1895,Eskilstuna
1941,"ANDERSSON, Erik Oscar",1903,Långviksmon
1941,"ANDERSSON, Gunnar Aron",1901,
1941,"ANDERSSON, Gustav Emil",1890,
1941,"ANDERSSON, Gustaf Henning",1884,Falun
1941,"ANDERSSON, Gustav Ingemar",1913,Linköping
1941,"ANDERSON, Gustaf Iwar",1883,Arboga
1941,"ANDERSSON, Gösta Ludvig",1904,Mölndal
1941,"ANDERSSON, Johan Albert",1878,
1941,"ANDERSSON, Johannes Allan",1886,Tungelsta
1941,"ANDERSSON, Jones Erik",1891,Ovanmyra
1941,"ANDERSSON, Karl Abel",1887,
1941,"ANDERSSON, Karl Albert",1895,
1941,"ANDERSSON, Karl Bertil",1897,Surahammar
1941,"ANDERSSON, Karl Herman",1889,Rixzö
1941,"ANDERSSON, Karl Johan",1894,Alfredshem
1941,"ANDERSSON, Lars Erik",1888,Hedensbyn
1941,"ANDERSSON, Mårten Axel",1899,Örnsköldsvik
1941,"ANDERSSON, Nils Arvid",1900,
1941,"ANDERSSON, Olof",1887,Malmö
1941,"ANDERSSON, Oskar Emil",1877,Jäger
1941,"ANDERSSON, Paul Verner",1887,
1941,"ANDERSSON, Per",1876,Koldemo
1941,"ANDERSSON, Sven Johan",1898,Vigelsbo
1941,"ANDERSSON, Sven Olof",1910,
1941,"ANDERSSON, Thure Gunnar",1908,Ronheby
1941,"ANTBY, Sven",1908,
1941,"ARNEMARK, Gustaf Emil",1888,Stockholm
1941,"BAGGE, Gösta Adolfsson",1882,Stockholm
1941,"BARK, Otto Hernfrid",1895,Riddarhyttan
1941,"BARNEKOW, Kjell Ragnar",1877,Sörbytorp
1941,"FRIIS, Carl Sigvard",1886,Harg
1941,"BENGTSSON, Carl Ludvig",1874,
1941,"BENGTSSON, Göte Tore",1911,Halmstad
1941,"BENGTSON, Torsten Stanley",1914,Danderyd
1941,"BERG, Ernst Gunnar",1886,
1941,"BERG, Robert Vilhelm",1877,Karlskrona
1941,"BERGGREN, Gustaf Harald",1891,
1941,"BERGH, Karl Ragnar",1894,Luleå
1941,"BERGMAN, Johan",1864,
1941,"BERGQUIST, Thorwald Erik",1899,
1941,"BERGSTRAND, Paul Johannes",1887,
1941,"BERGSTRÖM, Karl Anton",1888,Hälsingborg
1941,"BERGVALL, John Helmer",1892,Stockholm
1941,"BERLING, Edvin Bernhard",1881,Hälsingborg
1941,"BERNTSON, Olof",1897,Sveg
1941,"BIRKE, Gustaf Emanuel",1893,Rönninge
1941,"BJÖRCK, Blenda Wilhelmina",1885,Tomelilla
1941,"BJÖRCK, Johan",1881,Borås
1941,"BJÖRKLUND, Lars Anton",1881,Hässleholm
1941,"BJÖRKMAN, Per Gustaf",1881,Sunne
1941,"BJÖRLING, Carl Joel",1875,
1941,"BJÖRNSSON, Johan Edvard",1878,Borås
1941,"BLADH, Eric Helgo",1887,Malmö
1941,"BLOMBÄCK, Dan",1910,Kalix
1941,"BODIN, Karl Wilhelm",1871,Trangärd
1941,"BODIN, Lars Gunnar",1872,
1941,"BOMAN, Carl David",1888,
1941,"BOMAN, Karl Elfin",1895,
1941,"BOMAN, Märta Kristina",1902,Råneå
1941,"BOMAN, Sven Birger",1895,Avesta
1941,"BONDESON, Lennart",1881,Svalöv
1941,"BRACONIER, Jean",1907,Malmö
1941,"BRANDT, Erik Gottfrid",1884,
1941,"BRANDT, Erik Reinhold",1905,Aspabruk
1941,"BRANTING, Georg",1887,Stockholm
1941,"BÄCKLUND, Helge Karl",1880,Falköping
1941,"BÄCKSTRÖM, Johan Magnus",1876,Teg
1941,"BÄRG, Anders Johan",1870,Katrineholm
1941,"CAAP, Gustaf Torsten",1896,Luleå
1941,"CARLSSON, Carl Olof",1889,
1941,"CARLSSON, Olof",1872,Stockholm
1941,"CARLSTRÖM, Carl Fredrik",1882,Övertorneå
1941,"CARLSTRÖM, Oscar Ludvig",1879,
1941,"CASSEL, Leif",1905,
1941,"CENTERVALL, Frans Gustaf",1887,
1941,"CHRISTENSON, Carl",1899,Malmö
1941,"Cruse, Carl Sigvard",1891,Stockholm
1941,"DAHLGREN, Bror Gunnar",1903,Göteborg
1941,"DAHLSTRÖM, Carl Herman",1877,
1941,"DAMSTRÖM, Karl",1901,Domnarvet
1941,"DANIELSSON, August",1876,Mörlanda
1941,"GEER, Arvid Louis",1884,Hanaskog
1941,"GEER, Johan",1889,Lesjöfors
1941,"DICKSON, James Ivan",1899,
1941,"DOMÖ, Johan Fritiof",1889,
1941,"EDBERG, Per Jonas",1878,
1941,"EDBERG, Rolf Filip",1912,Göteborg
1941,"EDENMAN, Ragnar Hilding",1914,
1941,"EDIN, Sven",1891,
1941,"EDSTRÖM, Walter Simon",1891,Göteborg
1941,"EGNELL, Erik Wiktor",1872,Ulvåker
1941,"EKDAHL, Anders Elver",1888,
1941,"EKENDAHL, Sigrid Hildur",1904,Stockholm
1941,"EKLUND, Johan Anton",1883,Skultuna
1941,"EKMAN, Johan Fritjof",1888,Stockholm
1941,"EKSTRÖM, Klas Ragnar",1905,
1941,"EKSTRÖMER, Carl Ivar",1880,Klavreström
1941,"ELMGREN, Bengt Folke",1901,Norrköping
1941,"ELOFSSON, Gustaf Sanfrid",1897,Södergård
1941,"ELOWSSON, Nils Johan",1890,Kristianstad
1941,"ENGBERG, Jonas Arthur",1888,
1941,"ENGLUND, Erik Wilhelm",1889,Stockholm
1941,"ENGSTRÖM, Herman",1882,
1941,"ERICSON, Frans Oscar",1879,Boxholm
1941,"ERICSON, Johan Erie",1888,Karlskoga
1941,"ERICSSON, Carl Erie",1882,
1941,"ERICSSON, Carl Herman",1891,Malmö
1941,"ERICSSON, Evald",1883,Sörsjön
1941,"ERICSSON, Hildur Kristina",1892,Luleå
1941,"ERICSSON, Johan Elof",1887,
1941,"ERICSSON, John August",1907,
1941,"ERICSSON, Sven Gunnar",1906,
1941,"ERIKSSON, Bertil Karl",1890,Stockholm
1941,"ERIKSSON, Carl Edmund",1881,Ljusdal
1941,"ERIKSSON, Elin Sofia",1886,Hallstahammar
1941,"ERIKSSON, Ernst Gustaf",1881,Stockholm
1941,"ERIKSSON, Eskil Fredrik",1900,
1941,"ERIKSSON, Gustaf Herman",1892,
1941,"ERIKSSON, Joel Einar",1905,Uppsala
1941,"ERIKSSON, Jonas Olof",1896,Frägsta
1941,"ERIKSSON, Nancy Margareta",1907,Stockholm
1941,"ERIKSSON, Sigrid Hildur",1904,Stockholm
1941,"ERLANDER, Tage Fritiof",1901,Lund
1941,"EKHULT, Ernst Wilhelm",1889,Habo
1941,"ESKILSSON, Carl",1906,
1941,"EWERLÖF, Elsa Helga",1887,Stockholm
1941,"EWERLÖF, Knut Gerhard",1890,Stockholm
1941,"FAGERHOLM, Per Hjalmar",1914,Malmö
1941,"FAHLANDER, Gustaf Ragnar",1892,Eskilstuna
1941,"FAHLMAN, Georg",1888,
1941,"FALK, Karl Henrik",1890,
1941,"FALLA, Gunnar",1885,
1941,"FAST, Johan Erik",1883,Nässjö
1941,"FLOOD, Hulda",1886,Stockholm
1941,"FORSBERG, Oskar Martin",1887,Nässjö
1941,"FORSLUND, Johannes Albert",1881,Spånga
1941,"FRANZON, Fritz Laur",1890,Norrtälje
1941,"FRIESEN, Otto Bertil",1901,Göteborg
1941,"FRIGGERÅKER, Johan",1872,
1941,"FRÖDERBERG, Gottfrid",1887,Arbrå
1941,"FÄLT, Axel Samuel",1883,Eggby
1941,"GABRIELSSON, Nils Gabriel",1876,Teg
1941,"GARDELL, Petter Theodor",1872,
1941,"GAVELIN, Johan Olof",1888,
1941,"GEZELIUS, Lars Evald",1894,Falun
1941,"GILLSTRÖM, Anselm Konrad",1899,Sundsvall
1941,"GJÖRES, Axel",1889,
1941,"GRYM, Jakob Ferdinand",1888,Svanstein
1941,"GRÄNEBO, Carl Petrus",1881,
1941,"GUNNARSSON, Olof Algot",1888,Nälden
1941,"GUSTAFSON, Emil August",1887,Vimmerby
1941,"GUSTAFSON, Karl Hjalmar",1893,Dädesjö
1941,"GUSTAFSON, Ruth Valborg",1881,Stockholm
1941,"GUSTAFSON, Sven Harry",1911,Göteborg
1941,"GUSTAFSSON, Frans Edvin",1888,
1941,"GUSTAFSSON, Hans Lennart",1912,
1941,"GUSTAFSSON, Johan Aron",1880,
1941,"GUSTAFSSON, John Axel",1900,Borås
1941,"GUSTAFSSON, Per Johan",1880,Benestad
1941,"GUSTAVSON, David Emanuel",1898,
1941,"GUSTAVSON, John Aron",1890,Guntorp
1941,"GUNTHER, Christian Ernst",1886,
1941,"GÄRDE, Johannes Natanael",1880,Stockholm
1941,"WIDEMAR, Ingrid",1912,Stockholm
1941,"GÖRANSSON, Hardy Paul",1894,Stockholm
1941,"HAGBERG, Erik Rudolf",1891,Malmö
1941,"HAGBERG, Karl Hilding",1899,Luleå
1941,"HAGE, Ernst August",1876,Luleå
1941,"HAGMAN, Emil Oskar",1880,Stockholm
1941,"HAGMAN, Josef",1885,Linköping
1941,"HAGÅRD, Seth Anders",1888,Borås
1941,"HALL, David Emanuel",1898,Stockholm
1941,"HALLAGÅRD, Gustav Albert",1887,Slutarp
1941,"HALLBERG, Gustaf Arvid",1884,Falun
1941,"HAMMAR, Anders Olof",1895,Folkärna
1941,"HAMMARLUND, Nestor",1888,Errarp
1941,"HANSSON, Axel Ludvig",1888,Rubbestad
1941,"HANSSON, Erie",1880,Vännäsby
1941,"HANSSON, Frans Einar",1890,Hönön
1941,"HANSSON, Jacob",1878,Kristianstad
1941,"HANSSON, Karl Emil",1879,
1941,"HANSSON, Nils Gunnar",1902,Skegrie
1941,"HANSSON, Stig Folke",1913,
1941,"HANSSON, Sven Villiam",1898,Svartbyn
1941,"HEDENBY, Erik",1903,Bromma
1941,"HEDLUND, Gunnar",1900,
1941,"HEDLUND, Paulus Samuel",1878,Häste
1941,"HEDLUND, Verner Vilhelm",1883,Östersund
1941,"HEDQVIST, Anders Sven",1903,Nynäshamn
1941,"HEIDING, Gustaf Arthur",1883,
1941,"HELAND, Karl Erik",1894,Stigtomta
1941,"HELLBACKEN, Gustaf Kristoffer",1885,
1941,"HELLSTRÖM, Ruth",1903,Härnösand
1941,"HENRIKSSON, Nils Torsten",1903,Stockholm
1941,"HENRIKSSON, Sture Hartvig",1917,Bromma
1941,"HERLITZ, Nils",1888,Djursholm
1941,"HERMANSSON, Herbert Eugen",1906,
1941,"HERMANSSON, Johan Albert",1885,
1941,"HESSELGREN, Kerstin",1872,Stockholm
1941,"HESSELBOM, Knut Eugen",1905,Åmål
1941,"HEUMAN, Gustaf Emanuel",1892,Jönköping
1941,"HILDING, Anders",1869,Sevalbo
1941,"HJALMARSON, Jarl Harald",1904,Lidingö
1941,"HOLLERTZ, Sven Peter",1890,
1941,"HOLM, Gustav Engelbert",1883,
1941,"HOLMBERG, Jonas Helmer",1901,Luleå
1941,"HOLMBERG, Nils Gösta",1902,Göteborg
1941,"HOLMBÄCK, Åke Ernst",1889,Uppsala
1941,"HOLMDAHL, Otto Samuel",1881,Stockholm
1941,"HOLMGREN, Björn Frithiofsson",1872,Karlskrona
1941,"HOLMSTRÖM, Nils",1884,Gävle
1941,"HOLSTENSON, Allan Fredrik",1878,Alversjö
1941,"HOPPE, Ernst Carl",1887,Motala
1941,"HORN, Leopold Robert",1879,Hjelmarsnäs
1941,"HUMLA, Hildur Amalia",1889,Munkfors
1941,"HUSS, Ragnar",1897,Malmö
1941,"HÅSTAD, Elis Wilhelm",1900,Stockholm
1941,"HÄCKNER, Klas Jonas",1895,Saltsjöbaden
1941,"EGGBLOM, Erik Einar",1893,
1941,"HÄLLGREN, Elof Wendel",1887,Hällevik
1941,"HÄRDIN, Carl Alger",1887,Norrköping
1941,"HÖJER, Gerda",1893,Stockholm
1941,"ISACSSON, Ola",1885,
1941,"JACOBSON, Uddo Rudolv",1886,Vilhelmina
1941,"JACOBSSON, Erik Edvin",1893,
1941,"JACOBSSON, Ernst Axel",1897,Sala
1941,"JANSSON, Bror Ivar",1894,Kalix
1941,"JANSSON, Erik Emanuel",1897,Örebro
1941,"JANSSON, Robert Leander",1889,Aspeboda
1941,"JANSON, Stig",1904,Sparreholm
1941,"JOHANNESSON, Ewald",1909,Johanneshov
1941,"JOHANSON, Karl August",1881,Vännäs
1941,"JOHANSON, Karl Emil",1876,Faleberg
1941,"JOHANSSON, Carl Edvin",1900,
1941,"JOHANSSON, Carl Ejnar",1889,Kalmar
1941,"JOHANSSON, Elsa Amalia",1888,
1941,"JOHANSSON, Erik Joel",1891,Öckerö
1941,"JOHANSSON, Ernst Harald",1906,Norrköping
1941,"JOHANSSON, Henry Bernhard",1889,Göteborg
1941,"JOHANSSON, Johan Bernhard",1887,Fredrikslund
1941,"JOHANSSON, Johan Helmer",1895,Norrfors
1941,"JOHANSSON, Johan Lennart",1884,
1941,"JOHANSSON, Karl Gustav",1895,Stockholm
1941,"JOHANSSON, Nils Ivar",1899,Mysinge
1941,"JOHANSSON, Valborg Elisabeth",1901,Skövde
1941,"JOHNSSON, Johan Wictor",1894,
1941,"JOHNSSON, Jöns Harald",1898,
1941,"JOHNSSON, Pehr Albin",1898,Kastanjegården
1941,"JONSSON, Carl Arvid",1886,
1941,"JONSSON, Einar Wilhelm",1905,Skutskär
1941,"JONSSON, John Wiktor",1889,Nybro
1941,"JONSSON, Jonas",1892,
1941,"JONSSON, Jonas Sigfrid",1910,
1941,"JONSSON, Lars Johan",1892,
1941,"JONSSON, Per Conrad",1886,
1941,"JONSSON, Per Henning",1910,
1941,"JÖNSSON, Folke Gösta",1910,Lund
1941,"JÖNSSON, Nils Otto",1893,
1941,"KARLSSON, Arvid Sigfrid",1886,Granebo
1941,"KARLSSON, Bror Erie",1908,Olofström
1941,"KARLSSON, Bror Erik",1909,
1941,"KARLSSON, Karl August",1886,Stockholm
1941,"KARLSSON, Karl Fritiof",1892,Nöttja
1941,"KARLSSON, Karl Gustaf",1889,Munkedal
1941,"KARLSSON, Karl Verner",1880,Grängesberg
1941,"KARLSSON, Oscar Gottfrid",1882,Vadstena
1941,"KEMPE, Gösta",1900,
1941,"KILBOM, Karl",1885,Ängby
1941,"KOLLBERG, Gustaf",1891,Bromma
1941,"KRISTENSSON, Gustaf Filip",1898,Osby
1941,"KYLING, Karl Folke",1901,
1941,"KÄLLMAN, Gustav Wilhelm",1877,Sundbyberg
1941,"LAGER, Karl Fritiof",1905,Hägersten
1941,"LAGERFELT, Israel Christian",1874,
1941,"LANDGREN, Axel Herman",1898,
1941,"LARSSON, Axel Samuel",1883,Ulriksdal
1941,"LARSSON, David",1875,
1941,"LARSSON, Erik Waldemar",1898,Mörlanda
1941,"LARSSON, Gunnar Karl",1908,
1941,"LARSSON, Gustaf Sigfrid",1896,Julita
1941,"LARSSON, Johan Albert",1888,Karlstad
1941,"LARSSON, Nils August",1894,Östersund
1941,"LARSSON, Sven Bernhard",1881,Varberg
1941,"LARSSON, Viktor",1869,
1941,"LARSSON, Yngve Gustaf",1881,Stockholm
1941,"LEANDER, Axel",1888,Ystad
1941,"LEO, Henning Vilhelm",1895,Stockholm
1941,"LEVIN, Hans",1889,
1941,"LIEDBERG, Carl Gustaf",1893,
1941,"LIF, Anders Gottfrid",1906,Hofors
1941,"LILJEDAHL, Edith Virginia",1901,Gävle
1941,"LINDAHL, Lars Hjalmar",1894,Laxå
1941,"LINDBERG, Carl August",1891,Mälarhöjden
1941,"LINDBERG, Elof Herman",1891,Umeå
1941,"LINDBLOM, Erik August",1888,Falun
1941,"LINDBÄRG, Knut Ejnar",1890,Domnarvet
1941,"LINDER, Fredrik William",1876,Malmö
1941,"LINDEROT, Gerda Maria",1891,Stockholm
1941,"LINDEROT, Sven Harald",1889,Stockholm
1941,"ANDERSSON, Signe Vilhel",1909,Hjo
1941,"LINDGREN, Justus",1896,
1941,"LINDHOLM, Per Sigurd",1904,Sandviken
1941,"LINDMARK, Carl Viktor",1880,
1941,"LINDMARK, Ewald Eug",1885,
1941,"LINDQVIST, Axel Albert",1878,
1941,"PETTERSSON, Anna Elvira",1906,Östersund
1941,"LINDSKOG, Elsa Ingeborg",1904,
1941,"LINDSTRÖM, Helge Börge",1901,
1941,"LINDSTRÖM, Karl Alfred",1894,Stockholm
1941,"LJUNGBERG, Martin Samuel",1894,Norrköping
1941,"LJUNGDAHL, Vilmar",1892,Ingelstad
1941,"LJUNGGREN, Nils Teodor",1893,
1941,"LJUNGQVIST, Gunnar",1898,Ålsten
1941,"LODENIUS, Viktor Gunnar",1892,
1941,"LUNDBERG, John Inge",1905,Uppsala
1941,"LUNDBERG, Sven Emil",1889,Hälsingborg
1941,"LUNDBOM, Johan Erik",1876,
1941,"LUNDELL, Torsten Valdemar",1889,
1941,"LUNDGREN, Per Gordon",1890,Umeå
1941,"LUNDGREN, Sven Johan",1888,
1941,"LUNDH, Herbert Theodor",1901,Uppsala
1941,"LUNDQVIST, Artur Evald",1894,Trollhättan
1941,"LUNDQVIST, Ragnar",1885,Rotebro
1941,"LUNDSTEDT, Anders Vilhelm",1882,Uppsala
1941,"LÖFGREN, Axel",1880,Äppelviken
1941,"LÖFQVIST, Thyra Condordia",1905,Mörrum
1941,"LÖFROTH, John Gotthard",1896,Luleå
1941,"LÖFVANDER, Axel",1880,
1941,"LÖTHNER, Olof",1885,Jönköping
1941,"LÖVGREN, Oscar Wilhelm",1888,
1941,"MAGNUSSON, August Theodor",1890,Göteborg
1941,"MAGNUSSON, Karl Ernst",1873,Kalmar
1941,"MAGNUSSON, Karl Evald",1898,Näsviken
1941,"MAGNUSSON, Karl Hilding",1877,
1941,"MALMBORG, Gustav Emil",1891,Bromma
1941,"MALMBORG, Oscar Johan",1892,Skövde
1941,"MANNERSKANTZ, Axel Fredrik",1897,Värnanäs
1941,"MATTSSON, Oscar Emanuel",1896,Näsinge
1941,"MATTSSON, Victor Julius",1887,Eneryda
1941,"MOGÅRD, Johan Adolf",1892,Stockholm
1941,"MOLANDER, Helmer",1892,Härnösand
1941,"MOLANDER, Seth",1893,Stockholm
1941,"MOSESSON, Gustav Adolf",1877,Lidingö
1941,"MYRDAL, Karl Gunnar",1898,Äppelviken
1941,"MÅRTENSSON, Johannes Wictor",1885,Uddevalla
1941,"MÅRTENSSON, Mårten Edvard",1892,Smedstorp
1941,"MÄLER, Karl Markus",1893,Sollefteå
1941,"MÖLLER, Fritz Gustav",1884,Stockholm
1941,"MÖLLER, Greta Emilia",1906,Eskilstuna
1941,"NERMAN, Ture",1886,Stockholm
1941,"NESTRUP, Nils",1894,Halmstad
1941,"NIHLFORS, Folke Uno",1910,Johanneshov
1941,"NIKLASSON, Otto Severin",1894,Sjuntorp
1941,"NILSON, Johan",1884,Eskilstuna
1941,"NILSSON, Alfred",1887,Steneberg
1941,"NILSSON, Andreas",1883,Norrlångträsk
1941,"NILSSON, Axel",1882,Lennartsfors
1941,"NILSSON, Bror Adam",1888,Borås
1941,"NILSSON, Carl Olof",1896,Göteborg
1941,"NILSSON, Eric Ferdinand",1905,Svalöv
