decade,name,born,municipality,district,chamber
1931,"Hagman, Josef",1885,Linköping,Östergötlands län,ak
1931,"Hagström, Hans Leonard",1881,,Västernorrlands län och Jämtlands län,fk
1931,"Hallagård, Gustav Albert",1887,Hallagården,Skaraborgs län,ak
1931,"Hallin, Erik Adolf",1870,,Göteborgs och Bohus län,fk
1931,"Halvarsson, Hjalmar",1880,,Gävleborgs län,fk
1931,"Hamilton, Raoul Gustaf",1855,,Kristianstads län,ak
1931,"Hammarlund, Nestor",1888,,Kristianstads län,ak
1931,"Hammarskjöld, Carl Gustav Valdemar",1865,Stockholm,Östergötlands län,fk
1931,"Hammarskjöld, Knut Hjalmar Leo-",1862,Stockholm,Stockholms län och Uppsala län,fk
1931,"Hamrin, Felix Teodor",1875,Stockholm,Jönköpings län,ak
1931,"Hansson, Anders",1864,,Blekinge län och Kristianstads län,fk
1931,"Hansson, Anders Emil",1882,Trollhättan,Älvsborgs län,ak
1931,"Hansson, Axel Ludvig",1888,Rubbestad,Älvsborgs län,ak
1931,"Hansson, Erie",1880,Vännäsby,Västerbottens län,ak
1931,"Hansson, Frans Einar",1890,Hönö,Göteborgs och Bohus län,ak
1931,"Hansson, Gustav Adolf",1896,Örebro,Örebro län,ak
1931,"Hansson, Gustav Wilhelm",1878,Gårda,,fk
1931,"Hansson, Hans",1893,,Gävleborgs län,ak
1931,"Hansson, Jacob",1878,Kristianstad,Blekinge län och Kristianstads län,fk
1931,"Hansson, Per Albin",1885,Stockholm,,ak
1931,"Hansson, Sigfrid",1884,,Göteborgs och Bohus län,fk
1931,"Hansson, Sven Villiam",1898,,Västerbottens län och Norrbottens län,fk
1931,"Hassler, Nils Henrik Åke",1893,Stockholm,,ak
1931,"Hedlund, Paulus Samuel",1878,Häste,Jämtlands län,ak
1931,"Hedlund, Verner Vilhelm",1883,Östersund,Jämtlands län,ak
1931,"Hedvall, Jakob Julius",1886,Göteborg,,ak
1931,"Heiding, Gustaf Arthur",1883,,Gotlands län,ak
1931,"Heland, Karl Erik Hjalmar",1894,,Södermanlands län och Västmanlands län,fk
1931,"Hellberg, Arvid",1890,Göteborg,,ak
1931,"Hellberg, Karl Mauritz Bernhard",1859,Karlstad,Värmlands län,fk
1931,"Hellquist, Carl Gustaf Ingemar",1896,,,
1931,"Hennings, Betty",1889,Stockholm,,ak
1931,"Henriksson, Anders",1870,,Malmöhus län,fk
1931,"Henrikson, Karl Torsten",1906,Göteborg,,ak
1931,"Henriksson, Nils Torsten",1903,Stockholm,,ak
1931,"Herlitz, Nils",1888,,Stockholms län och Uppsala län,fk
1931,"Hermansson, Herbert Eugen",1906,,Göteborgs och Bohus län,ak
1931,"Hermansson, Johan Albert",1885,Norrköping,Östergötlands län,ak
1931,"Herou, Johan Viktor",1889,,Gävleborgs län,ak
1931,"Hesselgren, Kerstin",1872,Stockholm,Örebro län,ak
1931,"Heuman, Gustaf Emanuel",1892,Jönköping,Jönköpings län,fk
1931,"Hildebrand, Karl Emil Hildebrand",1870,,,
1931,"Hilding, Anders",1869,,Gävleborgs län,ak
1931,"Hillgård, Karl",1893,Halmstad,Hallands län,ak
1931,"Hjalmarsson, Anton",1882,Malmö,Malmöhus län,fk
1931,"Hollertz, Sven Peter",1890,,Östergötlands län,ak
1931,"Holm, Gustav Engelbert",1883,,Kalmar län,ak
1931,"Holmbäck, Åke Ernst Vilhelm",1889,Uppsala,Uppsala län,ak
1931,"Holmdahl, Otto Samuel",1881,Stockholm,,ak
1931,"Holmgren, Björn Frithiofsson",1872,Karlskrona,Blekinge län,ak
1931,"Holmgren, Israel Fritiofsson",1871,Stockholm,Göteborgs och Bohus län,fk
1931,"Holmström, Nils",1884,Gävle,Gävleborgs län,ak
1931,"Holstenson, Allan Fredrik Adolf",1878,,Jönköpings län,fk
1931,"Hoppe, Ernst Carl",1887,Motala,Östergötlands län,ak
1931,"Horn, Leopold Robert",1879,,Örebro län,fk
1931,"Hult, John Gottfrid",1888,,,
1931,"Hultman, Axel Emil",1880,,Gävleborgs län,ak
1931,"Humla, Hildur Amalia Maria",1889,,Värmlands län,ak
1931,"Hällgren, Elof Wendel",1887,,Blekinge län,ak
1931,"Härdin, Karl Alger",1887,Norrköping,Södermanlands län och Västmanlands län,fk
1931,"Höglund, Carl Wilhelm Oskar",1868,Göteborg,,ak
1931,"Hörstadius, Nils Wilhelm",1936,,,
1931,"Högström, Carl Johan",1880,Sandviken,Älvsborgs län,ak
1931,"Isacsson, Ola",1885,,Kristianstads län,ak
1931,"Jacobsson, Carl Gösta",1895,,Östergötlands län,ak
1931,"Jacobson, Carl",1878,,Älvsborgs län,fk
1931,"Jacobson, Uddo Rudolv",1886,Vilhelmina,Västerbottens län,ak
1931,"Jansson, Carl Petter",1858,Edsbäcken,Värmlands län,ak
1931,"Jansson, Carl Robert",1868,Falun,Kopparbergs län,ak
1931,"Janson, Stig",1904,Frändesta,Södermanlands län,ak
1931,"Jeppsson, Ola",1887,Visby,Blekinge län,ak
1931,"Johansson, Anders Johan",1863,Bro,Västmanlands län,ak
1931,"Johansson, August Wilhelm",1864,,Skaraborgs län,fk
1931,"Johansson, Axel Ludvig",1897,Djursnäs,Örebro län,ak
1931,"Johansson, Carl Johan",1867,Uppmälby,Södermanlands län,ak
1931,"Johanson, Carl Oscar",1870,Huskvarna,Jönköpings län,ak
1931,"Johansson, Carl Oscar",1875,Sollefteå,Västernorrlands län,ak
1931,"Johansson, Elsa Amalia",1888,Norrköping,Östergötlands län,ak
1931,"Johansson, Erik Joel",1891,Öckerö,Göteborgs och Bohus län,ak
1931,"Johanson, Gustav Albert",1887,Hallagården,Skaraborgs län,ak
1931,"Johansson, Johan",1872,,Älvsborgs län,fk
1931,"Friggeråker, Johan",1870,Tväråselet,Norrbottens län,ak
1931,"Johansson, Johan Bernhard",1877,,Kronobergs län och Hallands län,fk
1931,"Johansson, Johan Helmer",1895,Norrfors,Västerbottens län,ak
1931,"Johansson, Johan Lennart",1884,Fårekulla,Älvsborgs län,ak
1931,"Johansson, Johan Otto",1869,Väby,Älvsborgs län,ak
1931,"Johansson, Johan Peter",1874,,Skaraborgs län,ak
1931,"Onsjö, Johannes",1881,Vännäs,Västerbottens län och Norrbottens län,fk
1931,"Johanson, Karl Edvard",1882,Stockholm,,ak
1931,"Johanson, Karl Emil",1876,,Skaraborgs län,fk
1931,"Johansson, Knut Emil",1889,Ängtorp,Södermanlands län,ak
1931,"Johansson, Nils",1864,Brånalt,Hallands län,ak
1931,"Johansson, Nils Ivar",1899,Mysinge,Östergötlands län,ak
1931,"Johansson, Olof",1867,Edsbyn,Gävleborgs län,ak
1931,"Johansson, Sven Albert",1875,Krogstorp,Kalmar län,ak
1931,"Johansson-Dahr, Carl Robert",1862,Jönköping,Jönköpings län,fk
1931,"Johnsson, Gustaf Leonard",1887,Kalmar,Kalmar län,ak
1931,"Johnsson, Johan Georg",1877,,Jönköpings län,ak
1931,"Jonsson, Carl Arvid Daniel",1886,Skedsbygd,Kalmar län,ak
1931,"Jonsson, Karl Ejnar Edvin",1872,Mörbylånga,Kalmar län,ak
1931,"Jonsson, Lars Johan",1892,Haverö,Västernorrlands län,ak
1931,"Jonsson, Per Conrad",1886,Eskilstuna,Södermanlands län,ak
1931,"Julin, Fredrik",1873,,Värmlands län,fk
1931,"Järte, Otto Edvard Fridolf",1881,Stockholm,,ak
1931,"Jönsson, Johan",1875,Revinge,Malmöhus län,ak
1931,"Jönsson, John",1862,Boa,Blekinge län,ak
1931,"Jönsson, Jöns",1867,,Malmöhus län,fk
1931,"Jönsson, Swen",1877,Fridhill,Kristianstads län,ak
1931,"Karlsson, Arvid Sigfrid",1886,Granebo,Örebro län,ak
1931,"Karlsson, Karl August",1886,Stockholm,,ak
1931,"Karlsson, Karl Gustaf",1889,Munkedal,Göteborgs och Bohus län,ak
1931,"Karlsson, Karl Verner",1880,Grängesberg,Kopparbergs län,ak
1931,"Karlson, Oscar Gottfrid",1882,Vadstena,Östergötlands län,ak
1931,"Kilbom, Karl",1885,Stockholm,,ak
1931,"Klefbeck, Ernst Alarik",1866,Stockholm,,fk
1931,"Kobb, Gustav",1863,Stockholm,Södermanlands län och Västmanlands län,fk
1931,"Kristensson, Emil",1879,Lidingö,,fk
1931,"Kropp, Martin",1878,,Blekinge län och Kristianstads län,fk
1931,"Kvarnzelius, Svante Herman",1864,Falun,Kopparbergs län,fk
1931,"Kyling, Karl Folke Fritiof",1901,,Skaraborgs län,ak
1931,"Källman, Gustav Wilhelm",1877,Sundbyberg,Stockholms län,ak
1931,"Lagerfelt, Israel Christian Gustaf",1874,,Östergötlands län,fk
1931,"Landgren, Axel Herman",1898,Halmstad,Kronobergs län och Hallands län,ak
1931,"Larsson, Axel Samuel",1883,Stockholm,Västernorrlands län och Jämtlands län,fk
1931,"Larson, Carl",1871,Tönnersa,Hallands län,ak
1931,"Larsson, David",1875,Hede,Älvsborgs län,ak
1931,"Larsson, Erik Waldemar",1898,Mörlanda,Älvsborgs län,ak
1931,"Larsson, Gustaf Sigfrid",1896,Julita,Södermanlands län,ak
1931,"Larsson, Johan",1877,,Stockholms län och Uppsala län,fk
1931,"Larsson, Johan August",1875,,Kronobergs län och Hallands län,fk
1931,"Larsson, Nils August",1894,Östersund,Jämtlands län,ak
1931,"Larsson, Sven Bernhard",1881,Varberg,Kronobergs län och Hallands län,fk
1931,"Larsson, Viktor",1869,Stockholm,Södermanlands län och Västmanlands län,ak
1931,"Larson, Viktor Edward",1867,Eskilstuna,Södermanlands län,ak
1931,"Laurin, Harald",1875,,Stockholms län,ak
1931,"Leander, Axel",1888,Ystad,Malmöhus län,fk
1931,"Leander, Ulrik",1858,Karlskrona,Blekinge län och Kristianstads län,fk
1931,"Leander-Jönsson, Axel",1888,Ystad,Malmöhus län,fk
1931,"Leffler, Justus Edvin",1875,Kinna,Älvsborgs län,ak
1931,"Leo, Henning Vilhelm",1885,Lidingö,Stockholms län,ak
1931,"Levinson, Karl Samuel",1885,,,
1931,"Liedberg, Carl Gustaf",1893,,Malmöhus län,ak
1931,"Lilliecreutz, Samuel Henrik Fabian",1866,Jönköping,Jönköpings län,ak
1931,"Lind, Einar Alexius",1898,,Göteborgs och Bohus län,ak
1931,"Lindahl, Lars Hjalmar",1894,,Örebro län,ak
1931,"Lindberg, Carl August Emanuel",1891,Stockholm,,ak
1931,"Lindberg, Elof Herman",1891,Umeå,Västerbottens län,ak
1931,"Lindblad, Anders Christenson",1866,Göteborg,,fk
1931,"Lindblom, Erik August",1888,Falun,Kopparbergs län,fk
1931,"Lindbärg, Knut Ejnar",1890,Gamleby,Kalmar län,ak
1931,"Linder, Fredrik William",1876,Malmö,Blekinge län och Kristianstads län,fk
1931,"Linderot, Sven Harald",1889,,Västerbottens län och Norrbottens län,fk
1931,"Linders, Sven",1873,,Malmöhus län,fk
1931,"Lindgren, Adolf",1864,Örebro,Örebro län,fk
1931,"Lindgren, Anders",1874,,Älvsborgs län,ak
1931,"Lindhagen, Carl Albert",1860,,Västernorrlands län och Jämtlands län,fk
1931,"Lindholm, Per Sigurd",1904,Sandviken,Gävleborgs län,ak
1931,"Lindley, Carl",1865,,,fk
1931,"Lindley, Ernst Isidor",1878,,Gävleborgs län,ak
1931,"Lindman, Salomon Arvid Achates",1862,Stockholm,,ak
1931,"Lindmark, Carl Viktor",1880,,Västerbottens län och Norrbottens län,fk
1931,"Lindmark, Ewald Eug",1885,,Västerbottens län,ak
1931,"Lindqvist, August Herman",1863,Stockholm,,ak
1931,"Lindqvist, Axel Albert",1878,Halmstad,Hallands län,ak
1931,"Lindskog, Claes",1870,Lund,,ak
1931,"Lindström, Karl Alfred Rickard",1894,Stockholm,Stockholms län och Uppsala län,fk
1931,"Lithander, Olof Axel Edvard",1870,Göteborg,,ak
1931,"Ljung, Erik Walfrid",1878,Svalöv,Malmöhus län,ak
1931,"Ljunggren, Elof",1869,Örebro,Örebro län,ak
1931,"Ljunggren, Nils Teodor",1893,Malmö,,ak
1931,"Lundberg, Sven Emil",1889,Hälsingborg,,ak
1931,"Lundbom, Johan Frik",1876,,Södermanlands län,ak
1931,"Lundell, Ernst August",1857,,Skaraborgs län,fk
1931,"Lundell, Torsten Valdemar",1889,,Kalmar län,ak
1931,"Lundgren, Gustav Edvard",1882,Rotebro,Stockholms län,ak
1931,"Lundkvist, Bror Karl",1878,Eskilstuna,,ak
1931,"Lundqvist, Axel Gunnar",1897,Göteborg,,ak
1931,"Lundqvist, Carl Osear",1860,Baggarbo,Uppsala län,ak
1931,"Lundstedt, Anders Vilhelm",1882,Uppsala,Uppsala län,ak
1931,"Lundström, Gustav Harald",1890,,Norrbottens län,ak
1931,"Löfgren, Jonas Eliel",1872,Stockholm,,fk
1931,"Löfvander, Axel",1880,,Malmöhus län,fk
1931,"Lövgren, Oscar Wilhelm",1888,Nyborg,Norrbottens län,ak
1931,"Magnusson, August Theodor Emanuel",1890,Göteborg,Kronobergs län,ak
1931,"Magnusson, Ernst Otto",1864,Tumhult,Kronobergs län,ak
1931,"Magnusson, Harald Teodor",1899,,,
1931,"Magnusson, Karl Ernst",1873,Kalmar,Gotlands län,ak
1931,"Magnusson, Karl Evald",1898,Näsviken,Gävleborgs län,ak
1931,"Magnusson, Karl Hilding",1877,Skövde,Skaraborgs län,ak
1931,"Malmborg, Oscar Johan Natanael",1892,Skövde,Skaraborgs län,ak
1931,"Malmqvist, Gustaf Theodor",1883,,Jönköpings län,ak
1931,"Mannerskantz, Axel Fredrik",1897,,Gotlands län,fk
1931,"Mattsson, Vietor Julius",1887,,Kronobergs län,ak
1931,"Meijer, Per Otto Bernhard",1889,Göteborg,Älvsborgs län,ak
1931,"Meyerhöffer, Alf Roar Dag",1891,,Norrbottens län,ak
1931,"Mogård, Johan Adolf Bertil",1892,Stockholm,Örebro län,ak
1931,"Molander, Helmer",1892,Härnösand,Västernorrlands län,ak
1931,"Mosesson, Gustav Adolf",1877,Lidingö,Stockholms län,ak
1931,"Muhlenfels, Fredrik Carl",1876,,Gotlands län,fk
1931,"Myrdal, Karl Gunnar",1898,,Kopparbergs län,fk
1931,"Månsson, Karl Fabian",1872,Furuvik,Gävleborgs län,ak
1931,"Månsson, Nils",1869,Erlandsro,Malmöhus län,ak
1931,"Mårtensson, Johannes Wictor",1885,Uddevalla,Göteborgs och Bohus län,ak
1931,"Mäler, Karl Markus",1893,Sollefteå,Västernorrlands län,ak
1931,"Möller, Fritz Gustav",1884,Stockholm,Stockholms län och Uppsala län,fk
1931,"Nelsson, Nels",1881,,Blekinge län,ak
1931,"Niklasson, Otto Severin",1894,,Älvsborgs län,ak
1931,"Nilsson, Alexander",1876,,Blekinge län och Kristianstads län,fk
1931,"Nilsson, Alfred",1887,Steneberg,Malmöhus län,ak
1931,"Nilsson, Andreas",1883,Norrlångträsk,Västerbottens län,ak
1931,"Nilsson, Bror Adam",1888,Borås,Älvsborgs län,fk
1931,"Nilsson, Carl Olof",1896,Göteborg,,ak
1931,"Nilsson, Carl Petrus Valdemar",1881,,Gotlands län,fk
1931,"Nilsson, Gustaf Valdemar",1900,Kristinehamn,Värmlands län,ak
1931,"Nilsson, Janne",1882,Hörby,Malmöhus län,ak
1931,"Nilson, Johan",1884,Eskilstuna,Södermanlands län,ak
1931,"Nilsson, Johan",1873,Kristianstad,Blekinge län och Kristianstads län,fk
1931,"Nilsson, Johan",1874,Malmö,Malmöhus län,fk
1931,"Nilsson, Johan Adolf Theodor",1872,Mölndal,Göteborgs och Bohus län,fk
1931,"Nilsson, Karl Johan",1889,Landskrona,,ak
1931,"Nilsson, Nils",1873,Karlstad,Värmlands län,ak
1931,"Nilsson, Nils August",1867,Kabbarp,Malmöhus län,fk
1931,"Nilsson, Nils Erik",1866,Antnäs,Norrbottens län,ak
1931,"Nilsson, Olof",1874,Örebro,Örebro län,ak
1931,"Nilsson, Per",1865,Bonarp,Kristianstads län,ak
1931,"Nilsson, Per Bernhard",1874,Landeryd,Jönköpings län,ak
1931,"Nissen, Knut Harald",1893,,,
1931,"Nisser, William Patrik",1882,,Kopparbergs län,fk
1931,"Nolin, Carl Osear",1883,,Kronobergs län,ak
1931,"Nordborg, Oskar Anshelm",1875,Göteborg,,fk
1931,"Nordenson, Harald",1886,Stockholm,,fk
1931,"Nordgren, Olivia Louise",1880,Trelleborg,Malmöhus län,ak
1931,"Nordkvist, Erik Bernhard",1889,Skara,Skaraborgs län,ak
1931,"Nordström, Herman Engelbert",1882,Torsby,Värmlands län,ak
1931,"Nordström, Karl Axel",1901,Kramfors,Västernorrlands län,ak
1931,"Nordström, Oskar Malkolm Kalixtus",1893,Karlstad,Värmlands län,ak
1931,"Norell, Adolf",1880,,Västernorrlands län,ak
1931,"Norling, Herman",1889,Lesjöfors,Värmlands län,ak
1931,"Norling, Nils Sigfrid",1880,Gävle,Gävleborgs län,fk
1931,"Norman, David",1887,Fagersta,Södermanlands län och Västmanlands län,fk
1931,"Norrman, Sune",1883,,,
1931,"Norsell, Anders",1931,Karlstad,Värmlands län,ak
1931,"Norup, Bengt Samuel Bengtsson",1896,Norup,Kristianstads län,ak
1931,"Nothin, Torsten Karl Viktor",1884,Stockholm,,ak
1931,"Nygren, Erik Vilhelm",1897,,,ak
1931,"Nylander, Karl Axel Salomon",1888,Borås,Älvsborgs län,fk
1931,"Nylander, Oscar Erik",1885,Stockholm,,ak
1931,"Närlinge, Carl Gustaf",1885,Golvvasta,Uppsala län,ak
1931,"Olsson, Carl Gustaf",1937,,,
1931,"Näslund, Per",1886,,Västerbottens län och Norrbottens län,ak
1931,"Ohlin, Bertil Gotthard",1899,Stockholm,,fk
1931,"Näsström, Emil Erhard",1900,Höganäs,Malmöhus län,ak
1931,"Olofsson, Johan",1860,Digernäs,Jämtlands län,ak
1931,"Olovson, Oskar Emil",1883,Västerås,Västmanlands län,ak
1931,"Ohlsson, Sigvard Walter",1908,Kastlösa,Kalmar län,ak
1931,"Olsson, Anders",1885,Mora,Kopparbergs län,ak
1931,"Olson, Anders Gustav",1879,Torsby,Värmlands län,ak
1931,"Olsson, Carl Gustaf",1885,Golvvasta,Uppsala län,ak
1931,"Närlinge, Carl Gustaf",1881,Mellerud,Älvsborgs län,ak
1931,"Olsson, Cornelius",1857,Berg,Göteborgs och Bohus län,ak
1931,"Olsson, Ernst Arvid",1888,Stockholm,,ak
1931,"Olsson, Ernst Valdemar",1898,Staxäng,Göteborgs och Bohus län,ak
1931,"Olson, Frans Erik Wilhelm",1886,Göteborg,,ak
1931,"Olsson, Gillis Olof Thoroli",1889,Kullenbergstorp,Malmöhus län,ak
1931,"Olsson, Gustaf",1867,Ramsta,Södermanlands län,ak
1931,"Olsson, Gustav Adolv",1886,Gävle,,ak
1931,"Olsson, Johan Rikard",1878,Österbo,Västmanlands län,ak
1931,"Olsson, Karl Johan",1893,Borås,Älvsborgs län,fk
1931,"Olsson, Martin",1873,Karlskrona,Blekinge län och Kristianstads län,fk
1931,"Olsson, Nils",1873,,Jämtlands län,ak
1931,"Olsson, Olof",1872,Göteborg,Malmöhus län,ak
1931,"Olsson, Oscar Nathanael",1856,Broberg,Göteborgs och Bohus län,ak
1931,"Olsson, Peter Magnus",1857,Blädinge,Kronobergs län,ak
1931,"Olsson, Sven August",1870,Labbemåla,Östergötlands län,ak
1931,"Onsjö, Johannes",1895,,Skaraborgs län,ak
1931,"Osberg, Oscar",1872,,Göteborgs och Bohus län,ak
1931,"Ossbahr, Carl Patric",1893,Stockholm,,ak
1931,"Ottelin, Odal",1868,,,
1931,"Pauli, Ivan Hjalmar Emanuel",1885,Stockholm,Jönköpings län,fk
1931,"Paulsen, Anders Olof",1876,Arlöv,Malmöhus län,ak
1931,"Pehrsson, Axel Alarik",1883,Bramstorp,Malmöhus län,ak
1931,"Pehrsson-Bramstorp, Axel Pehrsson-Bramstorp",1883,Bramstorp,Malmöhus län,ak
1931,"Pehrsson, Osear Magnus",1887,Hörby,Malmöhus län,ak
1931,"Pehrsson, Per",1867,Göteborg,,ak
1931,"Persson, Gunnar",1885,Falla,Örebro län,ak
1931,"Persson, Ivar",1901,,Malmöhus län,fk
1931,"Persson, Johan Albert Leander",1887,Tidaholm,Skaraborgs län,ak
1931,"Persson, Nils",1873,Grytterud,Värmlands län,ak
1931,"Persson, Per",1884,Norrby,Gävleborgs län,ak
1931,"Persson, Per",1869,Trången,Jämtlands län,ak
1931,"Persson, Ragnar Valdemar",1898,Vinberg,Hallands län,ak
1931,"Persson, Per Leander",1889,Undersvik,Gävleborgs län,ak
1931,"Persson, Swen",1875,Fritorp,Kristianstads län,ak
1931,"Petersson, Alfred",1870,,Blekinge län,ak
1931,"Petersson, Anders Birger",1885,Lerbäcksbyn,Älvsborgs län,ak
1931,"Petersson, Emil",1880,Karlskrona,Blekinge och Kristianstads län,ak
1931,"Petersson, Johan Edvard",1875,Storegården,Blekinge län,ak
1931,"Petersson, Knut Zakarias",1892,Göteborg,,fk
1931,"Petersson, Martin Lucas",1870,Broaryd,Jönköpings län,ak
1931,"Petersson, Torsten Paul Jonathan",1889,Uppsala,Kopparbergs län,fk
1931,"Pettersson, Anders Petter",1888,Dahl,Hallands län,ak
1931,"Pettersson, Anton",1879,Västerås,Blekinge län och Kristianstads län,fk
1931,"Pettersson, David Hjalmar",1866,Bjälbo,Östergötlands län,ak
1931,"Pettersson, Gustaf Kristotter",1885,Hällbacken,Kopparbergs län,ak
1931,"Pettersson, Ivar Jonas",1876,Rosta,Örebro län,ak
1931,"Pettersson, Johannes",1882,Kil,Värmlands län,fk
1931,"Pettersson, John Vilhelm",1893,Norregård,Jönköpings län,ak
1931,"Pålsson, Jöns",1870,,Malmöhus län,fk
1931,"Quensel, Nils Jacob Eberhard",1894,,,
1931,"Rahmn, Gösta Erik Andreas",1887,Göteborg,,fk
1931,"Ramel, Sven Gustav Fredrik",1872,,,
1931,"Reuterskiöld, Carl Ludvig August",1870,Uppsala,Stockholms län och Uppsala län,fk
1931,"Roos, Axel Bernhard",1886,,,
1931,"Malmö, Lfk",1888,,Malmöhus län,
1931,"Rosen, Göta Margareta",1904,Örebro,Örebro län,ak
1931,"Rosander, Per Gustaf",1882,,,
1931,"Roos, Gustaf Wilhelm Alexander",1859,Stockholm,Västernorrlands län,ak
1931,"Ryberg, Karl Arthur",1882,,Älvsborgs län,ak
1931,"Rydberg, August Wilhelm",1869,Barkarby,Stockholms län och Uppsala län,fk
1931,"Råstock, Anders",1874,Råstock,Örebro län,ak
1931,"Rönn-Christiansson, Solveig Adina Olena",1902,Göteborg,,ak
1931,"Sandberg, Olov Evert",1886,,Västerbottens län,ak
1931,"Sandegård, Karl Johan",1880,Stockholm,Älvsborgs län,fk
1931,"Sandler, Rickard Johannes",1884,Stockholm,Gävleborgs län,fk
1931,"Sandorf, Carl Martin",1880,Göteborg,,fk
1931,"Sandström, Karl Gustaf Armand",1893,Stockholm,,fk
1931,"Sandström, Nils Victor",1874,Härnösand,Västerbottens län och Norrbottens län,ak
1931,"Sandwall, Fredrik Vilhelm",1877,Stockholm,Örebro län,ak
1931,"Sanne, Gunnar Teodor",1879,,Göteborgs och Bohus län,fk
1931,"Schlyter, Karl Johan Daniel",1879,Malmö,Värmlands län,fk
1931,"Schöck, Johan Henrik Emil",1855,,,
1931,"Schött, Robert Helmer",1865,Kalmar,Kalmar län,ak
1931,"Sederholm, Gustav Robert",1868,Nyköping,Södermanlands län och Västmanlands län,fk
1931,"Sefve, Sven Ivar",1886,Göteborg,Norrbottens län,ak
1931,"Senander, Knut Erik Waldemar",1889,Göteborg,,ak
1931,"Selberg, Gustaf Reinhold",1884,,,
1931,"Seth, Torgil Gabriel Alexander",1895,,Jönköpings län,ak
1931,"Severin, Frans Ferdinand",1889,,,ak
1931,"Silfverbrand, Otto Theodor",1880,Gällivare,Norrbottens län,ak
1931,"Silfverstolpe, David Otto Mauritz",1869,Göteborg,,fk
1931,"Sjödahl, Hakon Lauritz Edgar",1887,Göteborg,,fk
1931,"Sjögren, Carl",1869,Motala,Uppsala län,ak
1931,"Skoglund, John Martin",1892,Doverstorp,Östergötlands län,ak
1931,"Sköld, Per Edvin",1891,,Göteborgs och Bohus län,ak
1931,"Smedh, Herman Daniel",1891,,Kopparbergs län,fk
1931,"Spens, Jacob Wilhelm",1861,Stockholm,Jönköpings län,fk
1931,"Spångberg, August Konrad Ferdinand",1893,,Värmlands län,ak
1931,"Stadener, Nils Samuel",1872,,,
1931,"Stark, Bernhard",1885,Linköping,Östergötlands län,ak
1931,"Xäng, Ernst Valdemar",1898,Staxäng,Göteborgs och Bohus län,ak
1931,"Sten, Hemming",1895,Gävle,Gävleborgs län,fk
1931,"Stendahl, Sten",1876,,,
1931,"Stjernberg, Nils Fredrik",1873,Stockholm,Södermanlands län och Västmanlands län,fk
1931,"Strand, Axel Wilhelm",1883,Stockholm,,fk
1931,"Strindlund, Gerhard",1890,,Västernorrlands län,ak
1931,"Ström, Johan Albin",1892,Göteborg,,ak
1931,"Ström, Otto Fredrik",1880,,,fk
1931,"Ström, Torsten Emanuel",1885,,Skaraborgs län,fk
1931,"Sundberg, Abel Gotthard Leopold",1893,Göteborg,,ak
1931,"Sundberg, Axel Ludvig",1869,,Göteborgs och Bohus län,fk
1931,"Sundberg, Carl Gustaf",1884,,Gotlands län,fk
1931,"Sundström, Fredrik",1886,Vikmanshyttan,Kopparbergs län,ak
1931,"Sundström, Nils Walter",1890,Skövde,Skaraborgs län,ak
1931,"Sundvik, Anders",1888,Falun,Kopparbergs län,fk
1931,"Swartling, Nils Fredrik",1884,,Blekinge län och Kristianstads län,fk
1931,"Svedberg, Arthur Lage",1901,Burträsk,Västerbottens län och Norrbottens län,fk
1931,"Svedberg, Jonas Nikolaus",1881,,Gävleborgs län,ak
1931,"Svedman, Gustaf Adolf",1878,Visby,Gotlands län,ak
1931,"Svensson, Anton Emanuel",1876,,Jönköpings län,fk
1931,"Svensson, Carl Emil",1879,,Södermanlands län och Västmanlands län,fk
1931,"Svenson, Ernst Wilhelm",1880,,Skaraborgs län,fk
1931,"Svensson, Gustaf Hjalmar",1881,Grönvik,Kronobergs län,ak
1931,"Svensson, Hans Edvin",1881,Landskrona,,ak
1931,"Svensson, Johan August Anton",1859,,Jönköpings län,ak
1931,"Svensson, Johan Gustaf",1864,Betingetorp,,ak
1931,"Svensson, Nils",1884,Malmberget,Västerbottens län och Norrbottens län,fk
1931,"Svensson, Nils Johan Martin",1871,,Kronobergs län och Hallands län,fk
1931,"Sydow, Adoli Hjalmar",1862,Stockholm,,fk
1931,"Sylwan, Eilif Christian",1884,Malmö,Malmöhus län,fk
1931,"Sylvan, Hakon Theodor",1883,,Gävleborgs län,ak
1931,"Tamm, Carl Gustaf Ludvig",1876,Fagersta,Södermanlands län och Västmanlands län,fk
1931,"Söderdahl, Karl Fredrik",1882,Visby,Gotlands län,ak
1931,"Söderkvist, Jonas Ludvig Verner",1885,,Västernorrlands län och Jämtlands län,fk
1931,"Tamm, Henrik Sebastian",1869,,,
1931,"Tengström, Carl Gustav Fredrik",1886,Göteborg,,ak
1931,"Tham, Vollrath Henrik Sebastian",1867,Stockholm,Gävleborgs län,fk
1931,"Thelin, Arvid",1876,Växjö,Kronobergs län och Hallands län,fk
1931,"Thomson, Arthur Natanael",1891,Stockholm,,ak
1931,"Thorell, Edvard Engelbert",1881,,Stockholms län,ak
1931,"Thulin, Johan Einar Ossian",1883,,Östergötlands län,fk
1931,"Tjällgren, Olof Leonard",1878,,Västernorrlands län och Jämtlands län,fk
1931,"Tornegård, Oscar Sigfrid",1889,Torngård,,ak
1931,"Törnkvist, Algot Åkesson",1879,Karlskrona,Blekinge län,ak
1931,"Törnkvist, Nils Kortz",1868,Bjuv,Malmöhus län,ak
